Category,Messages
Normal,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
Normal,Not getting anywhere with this damn job hunting over here!
Normal,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
Normal,"idc get over here, you are not weaseling your way out of this shit twice in a row"
Normal,I wil be there with in  &lt;#&gt;  minutes. Got any space
Normal,Just sleeping..and surfing
Normal,Thanks for picking up the trash.
Normal,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
Normal,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\"""""
Normal,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
Normal,That means get the door
Normal,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
Normal,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
Normal,Beerage?
Cyber_Space,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
Normal,Dont think so. It turns off like randomlly within 5min of opening
Normal,"She was supposed to be but couldn't make it, she's still in town though"
Normal,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
Cyber_Space,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
Cyber_Space,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870."
Normal,Gud mrng dear hav a nice day
Normal,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
Normal,All e best 4 ur driving tmr :-)
Normal,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!
Normal,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
Normal,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
Normal,it's really getting me down just hanging around.
Cyber_Space,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
Normal,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\"""""
Normal,Ok i msg u b4 i leave my house.
Normal,"\Gimme a few\"" was  &lt;#&gt;  minutes ago"""
Cyber_Space,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
Normal,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
Cyber_Space,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
Cyber_Space,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
Normal,K I'll be there before 4.
Normal,I dled 3d its very imp
Normal,"sure, but make sure he knows we ain't smokin yet"
Normal,Boooo you always work. Just quit.
Normal,I am taking half day leave bec i am not well
Normal,Ugh I don't wanna get out of bed. It's so warm.
Normal,S:)s.nervous  &lt;#&gt; :)
Normal,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
Cyber_Space,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
Normal,I borrow ur bag ok.
Cyber_Space,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
Normal,Where's my boytoy? I miss you ... What happened?
Normal,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
Normal,Also are you bringing galileo or dobby
Normal,Then why you not responding
Normal,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
Normal,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
Normal,On the road so cant txt
Cyber_Space,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
Cyber_Space,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
Normal,Have a good evening! Ttyl
Normal,Hmm .. Bits and pieces lol ... *sighs* ...
Normal,Hahaha..use your brain dear
Normal,Hey. You got any mail?
Normal,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
Normal,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
Cyber_Space,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
Normal,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx
Cyber_Space,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
Normal,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
Normal,Surely result will offer:)
Normal,Good Morning my Dear........... Have a great &amp; successful day.
Cyber_Space,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
Normal,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
Cyber_Space,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
Cyber_Space,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP
Normal,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx
Normal,"Pls send me a comprehensive mail about who i'm paying, when and how much."
Normal,Our Prashanthettan's mother passed away last night. pray for her and family.
Cyber_Space,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
Normal,K.k:)when are you going?
Normal,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
Normal,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
Normal,I am in office:)whats the matter..msg me now.i will call you at break:).
Normal,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
Cyber_Space,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X"
Normal,U reach orchard already? U wan 2 go buy tickets first?
Normal,"I am real, baby! I want to bring out your inner tigress..."
Normal,No da if you run that it activate the full version da.
Normal,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\"""""
Normal,Stop the story. I've told him i've returned it and he's saying i should not re order it.
Cyber_Space,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
Normal,Going to take your babe out ?
Normal,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
Normal,Spoons it is then okay?
Normal,Did he just say somebody is named tampa
Normal,In work now. Going have in few min.
Normal,Your brother is a genius
Normal,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
Normal,Did u find out what time the bus is at coz i need to sort some stuff out.
Normal,Dude ive been seeing a lotta corvettes lately
Cyber_Space,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins
Normal,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
Cyber_Space,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
Cyber_Space,Hello. We need some posh birds and chaps to user trial prods for cNormalpneys. Can i put you down? I need your address and dob asap. Ta r
Cyber_Space,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
Normal,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
Normal,Its going good...no problem..but still need little experience to understand american customer voice...
Normal,I'll text you when I drop x off
Normal,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
Normal,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
Cyber_Space,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
Normal,Are you in castor? You need to see something
Cyber_Space,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone
Cyber_Space,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
Cyber_Space,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
Cyber_Space,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
Normal,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
Normal,I love to give massages. I use lots of baby oil... What is your fave position?
Normal,Dude we should go sup again
Normal,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
Normal,Gibbs unsold.mike hussey
Normal,I like to talk pa but am not able to. I dont know y.
Normal,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
Normal,You unbelievable faglord
Normal,Wife.how she knew the time of murder exactly
Normal,Why do you ask princess?
Normal,I am great princess! What are you thinking about me? :)
Normal,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
Normal,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
Normal,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
Normal,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
Normal,Hope you are having a good week. Just checking in
Normal,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
Normal,"Thursday night? Yeah, sure thing, we'll work it out then"
Cyber_Space,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"
Normal,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
Normal,How is it possible to teach you. And where.
Normal,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
Normal,Lovely smell on this bus and it ain't tobacco... 
Normal,"We're all getting worried over here, derek and taylor have already assumed the worst"
Normal,Hey what's up charles sorry about the late reply.
Cyber_Space,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
Normal,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
Normal,WHITE FUDGE OREOS ARE IN STORES
Cyber_Space,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
Normal,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
Normal,I am sorry it hurt you.
Normal,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
Normal,Ok lor but not too early. Me still having project meeting now.
Normal,"Call me da, i am waiting for your call."
Normal,I could ask carlos if we could get more if anybody else can chip in
Normal,Was actually about to send you a reminder today. Have a wonderful weekend
Normal,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
Normal,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
Normal,Dont talk to him ever ok its my word.
Normal,When u wana see it then
Normal,On ma way to school. Can you pls send me ashley's number
Normal,It shall be fine. I have avalarr now. Will hollalater
Normal,She went to attend another two rounds today..but still did't reach home..
Normal,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
Normal,"K, wait chikku..il send aftr  &lt;#&gt; mins"
Normal,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
Normal,K:)i will give my kvb acc details:)
Normal,Oh all have to come ah?
Cyber_Space,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+Normal text rate box403 w1t1jy
Normal,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
Normal,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
Normal,So do you have samus shoulders yet
Normal,What time you think you'll have it? Need to know when I should be near campus
Cyber_Space,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
Normal,Then dun wear jeans lor...
Normal,"Since when, which side, any fever, any vomitin."
Normal,K:)k.are you in college?
Cyber_Space,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
Normal,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
Normal,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
Normal,Theyre doing it to lots of places. Only hospitals and medical places are safe.
Cyber_Space,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
Normal,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
Normal,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
Normal,I cant wait to see you! How were the photos were useful? :)
Cyber_Space,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
Normal,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
Normal,Chk in ur belovd ms dict
Normal,Is that what time you want me to come?
Normal,"Awesome, lemme know whenever you're around"
Normal,Shb b ok lor... Thanx...
Normal,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
Normal,Also remember to get dobby's bowl from your car
Cyber_Space,Filthy stories and GIRLS waiting for your
Normal,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
Normal,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
Normal,Welp apparently he retired
Normal,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
Normal,Where @
Normal,U sure u can't take any sick time?
Cyber_Space,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
Normal,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
Normal,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
Normal,Are you this much buzy
Normal,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
Normal,I am not sure about night menu. . . I know only about noon menu
Normal,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
Normal,Are you willing to go for aptitude class.
Normal,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
Normal,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
Normal,"Haha awesome, omw back now then"
Normal,Yup i thk so until e shop closes lor.
Normal,what is your account number?
Normal,Eh u send wrongly lar...
Normal,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
Normal,Ok i shall talk to him
Normal,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
Normal,Hey you can pay. With salary de. Only  &lt;#&gt; .
Normal,Another month. I need chocolate weed and alcohol.
Normal,If he started searching he will get job in few days.he have great potential and talent.
Normal,Reckon need to be in town by eightish to walk from * carpark.
Cyber_Space,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
Normal,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
Normal,Yo guess what I just dropped
Normal,Carlos says he'll be at mu in  &lt;#&gt;  minutes
Normal,I'm in office now . I will call you  &lt;#&gt;  min:)
Normal,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
Normal,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n"
Normal,Ugh. Gotta drive back to sd from la. My butt is sore.
Normal,26th OF JULY
Normal,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
Normal,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...
Normal,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
Normal,"I can't, I don't have her number!"
Normal,Change again... It's e one next to escalator...
Normal,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
Normal,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
Normal,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.
Normal,"Aight will do, thanks again for comin out"
Normal,No..but heard abt tat..
Cyber_Space,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
Normal,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
Normal,&lt;#&gt;  am I think? Should say on syllabus
Normal,Umma. Did she say anything
Normal,Give me a sec to think think about it
Cyber_Space,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
Normal,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
Normal,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
Normal,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
Normal,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
Normal,"I just got home babe, are you still awake ?"
Normal,I dunno they close oredi not... ÌÏ v ma fan...
Normal,Just buy a pizza. Meat lovers or supreme. U get to pick.
Normal,"Ya, told..she was asking wats matter?"
Normal,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
Cyber_Space,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
Normal,Shall i send that exe to your mail id.
Normal,Nope watching tv at home... Not going out. V bored...
Normal,Don know..wait i will check it.
Normal,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
Cyber_Space,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
Normal,We still on for tonight?
Normal,May i call You later Pls
Normal,Hasn't that been the pattern recently crap weekends?
Normal,I have a sore throat. It's scratches when I talk
Normal,Yes da. Any plm at ur office
Normal,Are you not around or just still asleep? :V
Normal,"Lol you forgot it eh ? Yes, I'll bring it in babe"
Normal,"Its good, we'll find a way"
Normal,Can not use foreign stamps in this country. Good lecture .
Normal,Yup bathe liao...
Normal,HAPPY NEW YEAR MY NO.1 MAN
Normal,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
Normal,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
Normal,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
Normal,"No my blankets are sufficient, thx"
Normal,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
Normal,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM"
Normal,They just talking thats it de. They wont any other.
Normal,Today am going to college so am not able to atten the class.
Normal,I'm in class. Will holla later
Normal,Easy ah?sen got selected means its good..
Normal,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?
Cyber_Space,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
Normal,"Come round, it's . "
Normal,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""
Cyber_Space,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
Normal,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?
Cyber_Space,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
Normal,Are you available for soiree on June 3rd?
Normal,Do u noe wat time e place dat sells 4d closes?
Normal,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
Normal,Jay's getting really impatient and belligerent
Normal,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
Normal,I'm at work. Please call
Normal,Then u drive lor.
Normal,Ard 515 like dat. Y?
Normal,Tell me they're female :V how're you throwing in? We're deciding what all to get now
Cyber_Space,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
Normal,I'm working technical support :)voice process.networking field.
Normal,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
Normal,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
Cyber_Space,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
Normal,"That's fine, I'll bitch at you about it later then"
Normal,No my mum went 2 dentist.
Normal,Once free call me sir. I am waiting for you.
Normal,Meeting u is my work. . . Tel me when shall i do my work tomorrow
Cyber_Space,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
Normal,Jus finish bathing...
Normal,"alright, I'll make sure the car is back tonight"
Cyber_Space,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
Cyber_Space,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
Normal,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
Normal,Aight ill get on fb in a couple minutes
Normal,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
Normal,Where can download clear movies. Dvd copies.
Normal,"Yep, by the pretty sculpture"
Normal,Convey my regards to him
Normal,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
Normal,You tell what happen dont behave like this to me. Ok no need to say
Normal,Can u get pic msgs to your phone?
Normal,Send to someone else :-)
Normal,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
Normal,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
Normal,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
Normal,I don't think he has spatula hands!
Normal,You can never do NOTHING
Cyber_Space,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99
Normal,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
Cyber_Space,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
Normal,Please da call me any mistake from my side sorry da. Pls da goto doctor.
Normal,Where r we meeting?
Normal,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
Normal,Now only i reached home. . . I am very tired now. . I will come tomorro
Normal,Ryder unsold.now gibbs.
Cyber_Space,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
Normal,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
Normal,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
Normal,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
Normal,You busy or can I come by at some point and figure out what we're doing tomorrow
Normal,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
Normal,Black shirt n blue jeans... I thk i c Ì_...
Normal,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
Cyber_Space,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
Normal,on hen night. Going with a swing
